Refacility,facilityname,Syste
12975,Huruma Maternity Hospital,12822
13712,Kokwanyo Health Centre,12821
15916,Kambiri Health Centre,12820
11071,St Teresa Nursing Home,12819
10604,Akshar Nursing Home,12818
12437,Machaka Mission Dispensary,12816
11805,Sosoni Dispensary,12815
12259,Kavisuni Dispensary,12814
12564,Mukuuri Dispensary,12813
12877,Babadogo Medical Health Centre,12812
15919,Kamuneru Dispensary,12808
12583,Museve Dispensary,12806
12484,Matiliku Catholic Dispensary,12805
16721,Mogori-Komasimo Health Centre,12804
16484,Imalaba Dispensary,12803
16217,Merille Health centre,12802
12227,Kathanjuri Dispensary,12801
13685,Kiaruta Dispensary,12799
12130,Kairuri Health Centre,12798
13634,Jera Dispensary,12797
12717,Ruiri Rural Health Demonstration Centre,12796
10581,Kiganjo Dispensary,12795
13307,Blue Light Nursing Home,12794
13797,Mbaga Health Centre,12793
13636,Johpas Clinic,12791
13635,Jevros Clinic,12790
13731,Lambwe Dispensary,12789
10874,Ngurweini Dispensary,12787
16284,Oriang (SDA) Health Centre,12784
12406,Kyangunga Health Centre,12782
13333,Eldas Health Centre,12781
13463,Adiedo Dispensary,12780
16423,Nyabioto Dispensary,12777
13552,Family Health Options Kenya (FHOK) Dispensary,12775
15438,Ongata Medical Clinic,12774
10626,Kiriaini Medical Clinic,12773
16190,Vishakani Dispensary,12772
13733,Lela (Community) Dispensary,12771
13711,Kogweno Oriang' Dispensary,12769
13433,Sankuri Health Centre,12768
10634,Kiriogo Dispensary,12764
11572,Marungu Health Centre,12762
14330,Chepareria Sub District Hospital,12761
15682,Suguta Marmar Health Centre,12751
11564,Marereni Medical Clinic,12745
11183,Weru Health Centre (Nyandarua South),12744
11069,St Teresa Catholic Dispensary,12743
14767,Kapsowar (AIC) Hospital,12741
12038,Gichiche Dispensary,12740
15704,Tamkal Dispensary,12739
11544,Majoreni Dispensary,12737
16767,Oridi Dispensary,12733
11942,Baragu Health Centre,12732
12116,K K Chogoria Clinic,12730
13513,Boro Dispensary,12729
11879,Vanga Health Centre,12727
13466,Agawo Dispensary,12724
10058,Beta Care Nursing Home,12723
11640,Moi Airport Dispensary,12722
16046,Munyuki Dispensary,12721
16226,Kithoka Outreach Clinic,12719
15468,Porro Health Centre,12718
16720,Kimng'oror (ACK) Health Centre,12717
15667,St Therese Dispensary,12716
13957,Obunga Dispensary,12712
15372,Nyamamithi Dispensary,12711
11447,Kadzinuni Dispensary,12709
12928,Dr Were Medical clinic,12708
12164,Kamumu Dispensary,12701
13314,Bute District Hospital,12700
12951,Gertrudes Othaya Road Dispensary,12699
13037,KMTC Dispensary,12698
12625,Mweronkaga Dispensary,12697
11642,Mokowe Health Centre,12693
11158,Wakamata Dispensary,12692
12226,Kathanje Dispensary,12691
22222,Kemri CDC Kisian,12690
13560,Gesuguri Dispensary,12689
13047,Lea Toto Clinic (Kariobangi South),12686
13138,Pangani Dispensary,12684
15603,Sochoi Dispensary,12683
16068,Nambuku Model Health Centre,12682
10360,Itiati Dispensary,12681
15967,Lukhuna Dispensary,12678
10083,Central Memorial Hospital,12677
12159,Kamaindi Dispensary,12676
11515,Langoni Nursing Home,12675
15802,Apokor Dispensary,12673
12191,Kanzokea Health Centre,12670
13588,Got Agulu Sub-District Hospital,12669
10698,Mary Help of the Sick Hospital,12668
12822,Ukia Dispensary,12667
11846,Tchundwa Dispensary,12666
12526,Mikumbune Sub-District Hospital,12665
12507,Mbooni (AIC) Dispensary,12664
16425,Isamwera Dispensary,12663
10217,Gathigiriri Health Centre,12660
16258,Maram Dispensary,12658
13728,Kwamo Dispensary,12657
12573,Mumbuni Dispensary,12656
13048,Lea Toto Community Based Program,12654
12239,Kathunguri Dispensary,12653
10562,Kianjege Dispensary,12651
16279,Yago Dispensary,12650
11402,Gongoni Medical Clinic,12647
11553,Malanga (AIC) Dispensary,12645
10781,Murinduko Health Centre,12644
13509,Bora Bora Clinic,12642
13686,Kiasa Dispensary,12641
11380,Gahaleni Dispensary,12638
16551,Tawakal Medical Clinic (Msambweni),12637
12721,Rwanyange Dispensary,12636
12172,Kangaru Dispensary (Embu),12635
16191,Chalani Dispensary,12634
11612,Mikanjuni Medical Clinic,12631
11645,Mother Amadea Health Centre,12630
10222,Gatitu Dispensary,12628
12549,Muchagori Dispensary,12626
10364,Jaima Clinic,12625
12044,Gitoro Dispensary,12622
15865,Ebukanga Dispensary,12618
12615,Muutiokiama Health Centre,12617
16147,Sivilie Health Centre,12616
12283,Kiarago Health Centre,12615
16229,Mweru Dispensary,12613
15878,Emusenjeli Dispensary,12612
11481,Kinarani Dispensary,12611
12838,Wachoro Dispensary,12610
12667,Nkubu Medical Clinic,12606
13520,Central Clinic (Kisumu East),12605
12441,Machang'a Dispensary,12604
14805,Karunga Dispensary,12603
16764,Masinde Muliro University Of Science And Technology Clinic,12602
12453,Makengi Dispensary (Embu),12601
16269,Kipingi Dispensary,12600
11410,Hindi Prison Dispensary,12599
12729,Sericho Health Centre,12598
11784,Shella Dispensary,12597
11988,Donyo Sabuk Nursing Home,12596
16110,Shikokho Dispensary,12594
11770,Santa Maria Medical Clinic,12593
12751,St Joseph Catholic Dispensary (Igembe),12591
15680,Sugoi B Dispensary,12590
11659,Msumarini Dispensary,12589
12097,Ithimbari Dispensary,12588
12101,Itunduimuni Health Centre,12587
11845,Chamalo Medical Clinic,12586
10048,Baricho Catholic Health Centre,12584
10717,Grace Baricho Clinic,12583
10856,Ngano Health Centre,12582
16424,Entanke Dispensary,12579
11200,Afya Bora Medical Clinic (Magarini),12573
11972,Chuka Cottage Hospital,12572
14206,Anin Dispensary,12571
13130,National Youth Service Hq Dispensary (Ruaraka),12570
15692,Suwerwa Health Centre,12569
14897,Kipkelion Sub District Hospital,12568
14399,Crystal Medical Clinic,12567
11291,Corner Chaani (SDA) Medical Clinic,12566
11532,Madamani Dispensary,12565
10406,Kagumoini Dispensary (Muranga South),12564
11469,Kighombo Dispensary,12563
14877,Kimondo Dispensary,12562
15747,Tulwet Health Centre,12561
13172,Ruaraka Clinic,12557
15898,Ingavira Medical Clinic(CMC),12556
10223,Gatondo Dispensary (Kipipiri),12553
11593,Mbuwani Dispensary,12550
11472,Kikoneni Health Centre,12549
11451,Kajire Dispensary,12548
10829,Ndaragwa Health Centre,12547
11076,Subuku Dispensary (Nyandarua North),12546
16453,Jepkoyai Dispensary,12545
16486,Musibiriri Dispensary,12544
12745,St Assisi Sisters of Mary Immaculate Nursing Home,12540
11440,Joy Medical Clinic (Jomvu),12539
12816,Tuuru Catholic Health Centre,12538
16113,Shikusi Dispensary,12537
16507,Mugumo Clinic/Laboratory,12536
13504,Bogwendo Health Centre,12535
11887,Vyongwani Dispensary,12534
11771,Sau Health Services,12531
11658,Msulwa Dispensary,12530
14976,Kokwa Dispensary,12527
16063,Nalondo CBM Dispensary,12526
16554,Mwashuma Dispensary (CDF),12525
15882,Eshikhuyu Dispensary,12524
11537,Magodzoni Dispensary,12523
10525,Kerugoya Medical Laboratory,12521
10607,Kimbimbi Medical Clinic,12520
12820,Ugweri Dispensary,12519
15845,Chamakanga Mission,12518
16643,Kalii Dispensary,12517
10986,Rwathia Dispensary,12516
12863,AAR Thika Road Clinic,12514
15466,Polyclinic Hospital,12513
15465,Poi Dispensary,12511
11611,Mikanjuni Family Medical Clinic,12508
11097,Thika Nursing Home,12507
11288,Roka Medical Clinic (Chumani),12506
15483,Rhein Valley Hospital,12505
10361,Itundu Dispensary,12503
12950,Gertrudes Childrens Hospital,12502
13390,Ladnan Medical Clinic,12501
16020,Mission of Mercy Clinic,12500
11240,Bamburi Medicare,12499
15527,Sandai Dispensary,12498
15434,Oltepesi Dispensary,12496
13240,Umoja Health Centre,12494
13768,Mangima SDA Health Centre,12493
15659,St Monica Medical Clinic (Dundori),12492
15937,Khayo Dispensary,12489
12418,Kyondoni Dispensary (Kivaa),12488
15602,Sochoi (AIC) Dispensary,12487
14639,Kaibei Dispensary,12486
13479,Ang'iya Dispensary,12485
10646,Kutus Catholic Dispensary,12484
14130,Suba Sub County Hospital,12483
15767,Wama Nursing Home,12480
11802,Sokoke Dispensary,12479
10308,Kahawa Wendani Hospital,12478
15868,Ekamanji Dispensary,12477
15705,Tamough Health Centre,12476
11635,Mlanjo Dispensary,12475
10422,Kahuhia (ACK) Clinic,12472
10495,Karima Catholic Dispensary,12470
15974,Lunyito Dispensary,12468
13828,Msare Health Centre,12467
13700,Kisaku Dispensary,12466
12569,Mulutu Mission Dispensary,12465
13238,Trinity Medical Care Health Centre,12462
15669,St Ursula Dispensary,12461
14143,Taragai Dispensary,12460
13691,Kigwa Dispensary,12459
14232,Jeremic Baraton Hospital,12458
13742,Lwanda Gwassi Dispensary,12457
15580,Sina Dispensary,12456
11719,Nuru Health Care Centre,12455
10608,Kimbimbi Medical Laboratory,12454
13201,Mountcare Medical Centre,12453
10816,National Youth Service Dispensary (Yatta),12450
13043,7KR MRS Health Centre,12448
12162,Kambandi Dispensary,12445
11668,Mtondia Medical Clinic,12444
12372,Kitungati Dispensary,12441
15938,Khumusalaba Medical Clinic,12440
11888,Waa Dispensary,12439
10221,Gatithi Dispensary,12438
13555,Framo Medical Clinic,12437
15412,Ollessos Holy Family Dispensary,12433
11139,Uruku Dispensary,12432
16572,General Medical Laboratory,12431
11929,Amungeti Catholic Dispensary,12427
12315,Kimachia Dispensary,12426
12358,Kithimani Medical Clinic,12425
12562,Mukusu Dispensary,12423
13018,Multi Media University Dispensary,12422
13447,Tulatula Dispensary,12421
13328,Diff Health Centre,12420
13605,Homa Clinic,12418
11927,Ambalo Dispensary,12416
16399,Mukorombosi Dispensary,12415
12494,Mavoko Medical Clinic,12414
16225,Kaithe Medical Clinic,12413
13658,Kauma Health Centre (Rachuonyo),12412
16080,New Busia Maternity & Nursing Home,12411
12568,Mulundi Dispensary,12410
12364,Kithyululu Health Centre,12406
14386,Chesongoch Health Centre,12404
15345,Ngeria South Dispensary,12403
14494,Fatima Maternity Hospital,12402
10340,Ihururu Health Centre,12398
11987,Don Bosco Clinic,12397
10748,Mugumoini Dispensary (Muranga South),12396
10109,Difathas Catholic Dispensary,12395
12994,Kabete Barracks Dispensary,12394
13022,Kenya Utalii Dispensary,12393
16319,Times Medical Clinic,12391
15724,Timboiywo Dispensary,12390
16224,Kaithe Stage Medcare Clinic,12389
10883,Njoguini Dispensary,12388
13539,Egetuki Medical Clinic,12385
16337,Lelmolok Nursing Home,12381
15343,Ngendalel Dispensary,12377
12794,Tharaka Health Centre,12376
12653,Ngoleni Dispensary,12375
13630,Itumbe Dispensary,12374
10332,Ichagaki (Mission) Health Centre,12372
11186,Witima Health Centre,12370
10969,Ruchu Dispensary,12369
10017,Aguthi Dispensary,12368
12885,Blue House (AHF) Dispensary,12366
16427,Esonorua Dispensary,12365
13626,Isoge Health Centre,12364
13869,Nyachogochogo Dispensary,12363
13585,Godbura Health Centre,12362
16052,Musitinyi Dispensary,12360
11360,Dzitsoni Medical Clinic,12359
15944,Kibuke Dispensary,12358
15365,Nakuru West Health Centre,12357
12722,Rwika Dispensary,12356
12712,Riakanau Dispensary,12355
12163,Kambusu Dispensary,12354
10836,Ndugamano Dispensary,12353
15981,Lwandeti Dispensary,12352
12138,Kakungu Dispensary,12351
15759,Uhuru Dispensary,12347
11610,Mijomboni Dispensary,12344
11991,DWA Health Centre,12343
15326,Ndoinet Dispensary,12342
14559,Ikumbi Health Centre,12341
10931,Pesi Dispensary,12340
13804,Midoti Dispensary,12339
16348,Family Health Options Kenya (Eldoret),12337
15107,Magadi Hospital,12334
10879,Njambi Nursing Home,12333
15810,Buchangu Dispensary,12332
15560,Shompole Health Centre,12330
12272,Kiamuchairu Health Centre,12328
12082,Ikuyuni Dispensary,12326
15593,Sirwa Dispensary (Mogotio),12325
12298,Kigaa Dispensary,12323
16733,Kipnai Dispensary,12322
11467,Kichaka Simba Dispensary,12321
12448,Majengo (PCEA) Clinic,12320
12550,Mufu Dispensary,12319
16074,Nasewa Health Centre,12318
12334,Kirie Mission Clinic,12317
15407,Ol-Njorowa Medical Clinic,12315
16568,Eastern Medical Consultants,12314
12445,Magutuni District Hospital,12313
15389,Olchorro Health Centre,12312
11221,Amurt Health Centre (Likoni),12309
11816,St Hillarias Medical Clinic,12308
15728,Tinet Dispensary,12307
14732,Kapkures Dispensary (Baringo),12306
12955,Giovanna Dispensary,12305
15746,Tulwet Dispensary (Buret),12303
10212,Gathaithi Dispensary,12302
14693,Kapchemogen Dispensary,12301
13707,Kiwa Island Dispensary,12300
16335,Kaparon Health Centre,12299
16247,Musukini Dispensary,12298
11253,Bofu Dispensary,12297
10417,Kaharo Dispensary,12296
15293,Nalepo Medical Clinic,12295
11697,Mwembe Tayari Dispensary,12293
16567,Eastern Consultans Laboratory,12292
12092,Iriga Dispensary,12291
12344,Kiseuni Dispensary (Kitui Rural),12290
15744,Tuiyobei Dispensary,12289
10662,Limuru Nursing Home,12288
11384,Garashi Dispensary,12287
15618,Sosit Dispensary,12286
12588,Muthambi Dispensary,12283
10888,Nyagiti Health Centre,12282
10670,Mahiga (PCEA) Dispensary,12281
11933,Apu Dispensary,12279
13072,Mary Immaculate Sisters Dispensary,12277
15786,Ywalateke Dispensary,12276
14772,Kaptabuk Dispensary,12274
15542,Sekerr Dispensary,12273
11917,78 Tank Battalion Dispensary,12272
15721,Teret Dispensary,12271
16315,Tolilet Dispensary,12270
11009,Silibwet Health Centre (Nyandarua West),12266
16170,Sabasaba Catholic Dispensary,12264
14502,Fountain Medical Centre,12263
13167,Round About Medical Dispensary,12262
14557,Igure Dispensary,12261
15837,A.C.K Butonge Dispensary,12260
10671,Maina & Mwangi Health Centre,12259
12651,Ngiluni Dispensary (Kibwezi),12257
10911,Olborosat Dispensary,12255
13611,Ibacho Sub-County Hospital,12253
12292,Kiegoi Health Centre,12252
12266,Kawiria Maternity and Nursing Home,12251
16277,Ondong Dispensary,12249
10834,Ndivai Dispensary,12248
15772,Wangu Community Dispensary,12247
14619,Kabimoi Dispensary,12246
12570,Mumbuni Dispensary (Maara),12244
16688,Meguara Dispensary,12243
13758,Makararangwe Dispensary,12242
15639,St Francis Health Centre (Subukia),12241
14486,Ewuaso Kedong Health Centre,12240
10729,Mihuti Dispensary (Nyeri South),12239
10780,Mureru Dispensary,12238
16714,Elwangale Health Centre,12237
11023,St Ann Lioki Dispensary,12236
10394,Kagaa Health Centre,12235
11767,Samba Medical Clinic,12234
13879,Nyagwethe Dispensary,12233
16391,Korao Dispensary,12232
15432,Ol-Rongai Dispensary (Rongai),12230
12411,Kyawalia Dispensary,12229
12356,Kithima (ABC) Dispensary,12228
15375,Nyonjoro Medical centre,12227
10629,Kiriita Forest Dispensary,12226
12122,Kabuguri Dispensary,12225
12194,Karaba Wango Dispensary,12223
12427,Liberty Maternity and Nursing Home,12222
10537,Kiambogo Dispensary (Nyandarua South),12221
13715,Komomange Dispensary,12220
13014,Kayole Hospital,12215
16393,Tulwet Dispensary (Kuresoi),12214
15634,St Catherine Napetet Dispensary,12213
16594,Makutano Medical Clinic/Lab,12212
12506,Mbonzuki Dispensary,12211
12170,Kamwathu Dispensary,12210
12478,Masumba Dispensary,12208
12505,Mbondoni Dispensary,12207
16545,Vikwatani Community Medical Clinic,12205
12412,Kyawango Dispensary,12204
11880,Vigurungani Dispensary,12203
10914,Oljororok Catholic Dispensary,12198
15661,St Monica Nakwamekwi Dispensary,12197
11465,Kibokoni Medical Clinic,12195
10245,Geta Forest Dispensary,12194
12339,Kirumi Dispensary,12193
16437,Kituluni Dispensary,12192
15513,Saikeri Dispensary,12191
13547,Eronge Health Centre,12190
12193,Karaba Dispensary (Mbeere),12188
12023,Gachuriri Dispensary,12187
12197,Karare Dispensary,12186
13247,Victory Hospital,12185
12359,Kithimu Dispensary,12184
13713,Kombe Dispensary,12181
14265,Bondeni Sub County Hospital,12180
10480,Karangaita Socfinaf Dispensary,12179
10006,Afya Medical Clinic (Kirinyaga),12178
10081,Caritas Mariah,12177
10679,Manguo Medical Clinic,12176
15479,Rapha Medical Centre,12174
10389,Kabati Dispensary,12173
12511,Mercy Clinic (Ikutha),12172
12397,Kwakala Dispensary,12171
11836,Takaungu Dispensary,12170
12225,Kathangariri Dispensary,12169
11336,Dr Kariuki R F Clinic,12167
12143,Kalala Dispensary,12166
10553,Kiandu Medical Clinic,12165
15626,St Anthony Lemek Dispensary,12164
12037,Gianchuku Dispensary,12163
12711,Riachina Dispensary,12162
12299,Kigogo Dispensary,12161
12617,Muyuni Dispensary,12159
13404,Mansa Health Centre,12157
15734,Top Station Dispensary,12156
13761,Malela Dispensary,12155
16481,Imulama Dispensary,12154
11010,Siloam Medical Centre,12153
12425,Lasida Clinic,12151
12645,Nganduri Dispensary,12150
16260,St Agnes Clinic,12149
14331,Chepchabas Dispensary,12147
11196,ADC Danisa Dispensary,12146
15630,St Boniface Dispensary,12144
12718,Rukira Dispensary,12143
16259,Okok Dispensary,12138
11222,Ansar Medical Clinic,12136
10258,Gitaro Dispensary,12135
15770,Wanainchi Jamii Materinty and Nursing Home,12134
16232,Gaturi Dispensary,12132
15572,Siloam Medical Clinic (Kajiado),12131
12220,Kathama Dispensary,12130
15355,Ngutuk-Engiron Dispensary,12128
15444,Oromodei Dispensary,12127
16771,Ndisi Dispensary,12126
11731,Palani Health Care Clinic,12124
13589,Got Kojowi Health Centre,12122
10827,Ndakaini Clinic,12121
16677,Kabati Dispensary (Laikipia West),12120
16048,Murudef Dispensary,12119
14081,Siaya Medical Centre,12118
12520,Miangeni Dispensary (Mbooni),12117
15547,Sereolipi Health Centre,12116
10772,Munyaka Medical Clinic,12110
15663,St Peter Claver R Clinic,12108
15363,Nkareta Dispensary,12103
12553,Mugui Dispensary,12102
11901,Wema Catholic Dispensary,12101
15405,Oljogi Dispensary,12100
14600,Joster Medical Clinic,12098
15480,Rapha Maternity (Nakuru Central),12097
13318,MSF Dagahaley Main Hospital,12096
14271,Buchenge Dispensary,12095
12076,St John Baptist Ikalaasa Mission Dispensary,12094
10957,Riabai Dispensary,12093
10757,Mukoe Dispensary,12092
12353,Kithegi Dispensary,12091
15787,Zam Zam Medical Services,12090
15078,Longonot Dispensary,12087
11896,Watamu Maternity And Nursing Home,12086
16717,Ikuywa Dispensary,12082
16569,Filhia Medical Clinic,12080
15910,Kaborom Dispensary,12079
10711,Mbici Dispensary,12078
10074,Boore Clinic,12077
15387,Olasiti (AIC) Dispensary,12076
12395,Kwa Nguu Dispensary,12074
15366,Nolasit Dispensary,12072
18675,Huhoini Dispensary,12071
12996,Kahawa Garrison Health Centre,12069
13173,Reuben Health Centre,12067
10345,Imani Medical Clinic (Kiambu West),12066
11961,Makindu Catholic Dispensary,12061
12883,Biafra Lions Clinic,12057
16007,Matunda Maternity Home,12056
15577,Simotwo Dispensary (Eldoret East),12053
15554,Sergoit Health Centre (Keiyo),12051
13561,Gesure Dispensary (Sameta),12050
14942,Kiserian Medical Clinic,12049
13316,Dadaab Sub-County Hospital,12048
11683,Mwakirunge Dispensary,12047
11083,Tambaya Dispensary,12046
15600,Enkitok Joy Nursing Home,12045
16621,New Southlands Laboratory,12044
12890,Canaan Health Providers (Nairobi),12042
13614,Igena-Itambe Dispensary,12041
11127,Turuturu Dispensary,12039
99999,Testing Facility,12038
13186,Silanga (MSF Belgium) Dispensary,12037
11238,Bamba Maternity Nursing Home,12036
13184,Shauri Moyo Clinic,12035
10224,Gatondo Dispensary (Nyeri North),12034
13234,Tabitha Medical Clinic,12033
16097,Sabatia Eye Hospital Mission,12032
15905,Ivona Wayside Clinic,12031
13645,Kahawa Dispensary,12030
12682,Nyaani Dispensary,12029
16428,Kilonito Dispensary,12027
12594,Muthetheni Mission Health Centre,12025
16588,Kamuti Clinic,12024
11358,Dr Yunus Clinic (Maimoon),12023
13217,St Mary's Health Services,12017
16648,Kilawa Dispensary,12015
16770,Lwanda Awiti Dispensary,12012
14563,Ilkerin Dispensary (Narok South),12011
15511,Ndonyo Medical Clinic(Naivasha Town Clinic),12008
15481,Karen Roses Dispensary,12007
16536,Community Medical Centre (Kongowea),12006
15844,Kakamega Central Nursing Home,12004
10606,Kimandi Clinic and Laboratory,12002
11601,Mgamboni Dispensary,11998
11470,Kikambala Catholic Medical Clinic,11997
12616,Muvuti Dispensary,11996
11473,Kilibasi Dispensary,11995
12295,Kieni Model Health Centre (Maara),11994
15411,Olkoroi Dispensary,11992
16488,Kubura Dispensary,11991
11884,Vitsangalaweni Dispensary,11990
11276,Chakama Dispensary,11989
13057,Makadara Mercy Sisters Dispensary,11988
16656,Mathunzini Dispensary,11987
11951,Boji Dispensary,11986
12461,Malka Daka Dispensary,11985
11255,Bomani Dispensary,11984
12090,Kambu Integrated Health Clinic,11982
11242,Bangali Dispensary,11981
11963,Christian Community Services Dispensary (Maua),11977
11280,Changamwe Maternity,11976
10161,Ebenezer Intergrated Health Services,11974
16722,Burutu Dispensary,11973
13207,St Joseph (EDARP) Clinic,11972
12458,Makutano Medical Clinic (Machakos),11971
15070,Lolminingai Dispensary,11970
15754,Turkwel Health Centre (Loima),11969
12035,Geltrude Health Centre,11968
13765,Mama Maria Clinic,11967
16222,Mutethia Clinic,11964
13510,Borabu Nursing Home,11963
15656,St Mary's Kalokol Primary Health Care Programme,11962
16184,Bombululu Medical Clinic,11961
16784,Bar Ndege Dispensary,11958
15988,Majengo Dispensary,11957
13736,Luciel Dispensary,11956
16414,Kapsimbeiywo Dispensary,11955
11450,Kahada Medical Clinic,11953
15330,Neema Medical Clinic (Nakuru North),11952
12067,Ichomba Clinic,11951
12873,Aski Medical Clinic,11950
13896,Nyamanga Dispensary (Nyatike),11947
16651,Tumaini Medical Centre (Masii),11945
15050,Loima Medical Clinic,11942
13096,Mother and Child Hospital Ltd,11941
16543,Nyali Children Hospital,11940
12771,St Philomena Medical Clinic,11939
10482,Karangi Dispensary,11938
12998,Kaloleni Dispensary,11937
10540,Kiambu Institute Of Science And Technology Dispensary,11936
13474,Amani Medical Centre (Suneka),11935
12670,Ntemwene Dispensary,11934
12337,Kirogine Dispensary,11933
12887,Brother Andre Medial Centre,11932
12590,Muthanthara Dispensary,11929
11133,Umoja Medical Clinic,11928
11260,Borabu Medical Clinic,11927
15775,Wayside Clinic,11923
16434,Katheka Dispensary,11918
12921,Dorkcare Hospital,11917
15331,Neissuit Dispensary,11915
14537,Great Comm Medical Clinic,11913
13241,Umoja Hospital,11912
13095,Moi Air Base Hospital,11911
11415,Horesha Medical Clinic,11908
13151,Provide International Clinic (Kayole),11907
16619,Nehema Medical Lab,11906
10818,Nahashon Mwangi Medical Clinic,11905
12354,Kitheo Dispensary,11904
10067,Bethsaida Medical Clinic (Gatundu),11903
10907,Oakland Estate Dispensary,11902
13633,Jawabu (Community) Medical Clinic,11901
11055,St Mary's Medical Clinic (Ruiru),11897
15693,Swari Model Health Centre,11896
11971,Chugu Dispensary,11895
14444,Empough Dispensary,11894
11117,Tumaini Medical Clinic (Makuyu),11893
15751,Tumoi Dispensary,11891
11036,St James Clinic,11890
15748,Tumaini Clinic,11889
16024,Moru Karisa Dispensary,11888
11859,Tsangatsini Dispensary,11887
11167,Wandumbi Dispensary,11884
15780,West Gate Dispensary,11883
13019,Kemri VCT,11881
13495,Bar Achuth Dispensary,11880
15458,Makutano (PCEA) Medical Clinic (Trans Nzoia East),11879
13239,Uhuru Camp Dispensary (O P Admin Police),11873
15699,Taito Tea Dispensary,11867
13132,Ofafa I Clinic,11865
12431,Liviero Dispensary,11863
10692,Mariira Catholic Dispensary,11862
12872,Arrow Web Maternity And Nursing Home,11861
16412,Mau-Narok Health Services,11859
12385,Don Bosco Korr Dispensary,11856
13055,Madina Nursing Home,11854
10493,Karia Health Centre,11853
16555,Theere Health Centre,11851
13693,Kimonge Health Centre,11846
12229,Kathera Dispensary,11845
16135,Soysambu (ACK) Dispensary,11843
12829,Uringu Health Centre,11841
13222,St Patrick Health Care Centre,11840
13265,Abakore Sub District Hospital,11839
12444,Magundu Dispensary,11838
15327,Ndonyo Wasin Dispensary,11836
16477,Badana Dispensary,11832
12025,Gafarsa Health Centre,11831
12971,Provide International  Mutindwa Umoja Clinic,11829
11232,Azimio Medical Centre,11828
12678,Nthwanguu Dispensary,11823
12647,Ngaremara Dispensary,11820
12126,ABC Thange Dispensary,11818
12540,Modogashe Dispensary,11817
12389,Kula Mawe Dispensary,11816
11617,Rimarapera Dispensary,11809
12850,Woodlands Hospital,11807
16175,Muthithi (PCEA) Dispensary,11805
11953,Iresaboru Dispensary,11802
12095,Itabua Police Dispensary,11789
10984,Rwanyambo Dispensary,11788
10396,Kagere Dispensary,11787
14858,Kibwari Tea Dispensary,11785
12165,Kamusiliu Dispensary,11784
12153,Kalimani Disensary,11780
15521,Salawa Catholic Mission Dispensary PHC,11774
12056,Kibwezi Health Care Clinic,11771
15512,Sagat Dispensary,11770
16268,Diruma Dispensary,11769
10454,Kamung'ang'a (ACK) Dispensary,11768
15749,Tumaini Medical Clinic (Turkana Central),11767
16479,Wakhungu Dispensary,11765
12992,Juhudi Clinic,11764
13160,Redemeed Health Centre,11763
11005,Shammah Clinic,11761
13718,Kopanga Dispensary (CHAK),11760
15356,Njipiship Dispensary,11759
10776,Munyu-ini Dispensary,11758
13629,Itierio Mission Hospital,11756
10654,Lankia Nursing Home,11755
10437,Kakuzi Limited Dispensary,11752
16508,Mwea Medical Clinic,11748
11194,AAR Medical Services (Docks),11746
12888,Buruburu Medical Clinic,11744
15241,Mt Longonot Hospital,11741
15301,Namukuse Dispensary,11740
13508,Bondo Medical clinic,11735
12527,Milimani Nursing Home,11734
15347,Nginyang Health Centre,11731
10566,Kiaragana Dispensary,11730
12002,Emali Nursing Home,11729
10940,Plainsview Nursing Home,11723
16769,Kadhola Dispensary,11722
15611,Songonyet Dispensary,11721
12697,Olodonyiro Dispensary,11720
10198,Gadi Medical Clinic,11719
12814,Tupendane Dispensary,11718
15701,Talai Dispensary,11716
15708,Tapach Dispensary,11715
16462,Kariakomo Dispensary,11714
12034,Gatunga Health Centre,11713
15437,Ongata Dispensary,11712
12987,Jerapha Maternity,11711
12351,Divine Mercy Kithatu Dispensary,11710
16220,Leparua Dispensary,11709
11964,CCS Kiritiri Clinic,11707
16695,Benon Dispensary,11705
13732,Lambwe Forest Dispensary,11704
15484,Khems Medical Clinic,11702
11654,St Marys Msabaha Catholic Dispensary,11701
16603,Meru Diagnostic Laboratory Services,11697
12015,Family Care Medical Centre (Meru),11696
15494,Rongai First Medical Clinic,11695
12155,Kalitini Dispensary,11691
11760,Rumangao Dispensary,11688
12986,Jahmii Kipawa Medical Centre,11687
16351,Twiga Dispensary,11686
12956,Githurai Medical Dispensary,11684
12352,Kithayoni Medical Clinic,11683
13038,Komarock Medical Clinic,11681
13147,Prime Health Services Dispensary,11679
11378,Frontline Clinic,11678
15529,Sang'alo Dispensary,11677
12978,Pipeline Nursing Home,11676
11856,Travellers Medical Clinic,11673
15598,Siwo Dispensary,11672
15262,Mutarakwa Dispensary (Molo),11669
14804,Karuna Dispensary,11668
13120,New Life Home Childrens Home (Kilimani),11667
11204,Airport View Medical Clinic,11659
11060,St Michael Dispensary (Kangaita),11658
11865,Tumaini Medical Clinic,11657
15594,Sirwa Dispensary,11656
15310,Nariokotome Dispensary,11655
14194,Akemo Nursing Home,11654
12330,Kipsing Dispensary,11652
12709,Rapsu Dispensary,11651
13063,Maria Maternity and Nursing Home,11650
10032,Annex Medical Clinic (Muranga North),11649
16328,Olchobosei Clinic,11645
13166,Ronil Medical Clinic (Githurai),11643
10227,Gatuanyaga Dispensary,11642
136080,HomaBay CTRH-IPD,11641
12977,Patanisho Maternity and Nursing Home,11640
12572,Mumbuni Dispensary (Mwala),11639
15569,Sikhendu Medical Clinic,11638
